No,Nama,LLDikti
2722,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Dharma Wacana Metro,2.0
2723,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Gotong Royong Masohi,12.0
2724,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Insan Madani Airmolek,10.0
2725,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Invada Cirebon,4.0
2726,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Ita Wotu Nusa,12.0
2727,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Kie Raha,12.0
2728,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Kumala Lampung,2.0
2729,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Labuhan Batu,1.0
2730,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Media Nusantara Citra,3.0
2731,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Melawi,11.0
2732,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Meranti,10.0
2733,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Modern Ngawi,7.0
2734,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Aceh Barat Daya,13.0
2735,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Bangka Belitung,2.0
2736,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Batang,6.0
2737,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Bogor,4.0
2738,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Bone,9.0
2739,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Bulukumba,9.0
2740,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Enrekang,9.0
2741,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Kotabumi,2.0
2742,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Kuningan,4.0
2743,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Manokwari,14.0
2744,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Pagaralam,2.0
2745,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Pringsewu,2.0
2746,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Rappang,9.0
2747,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Sorong,14.0
2748,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Sungai Penuh,10.0
2749,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Nurul Huda,2.0
2750,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Nuuwar,14.0
2751,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Padang Lawas,1.0
2752,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pamane Talino,11.0
2753,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pangeran Dharma Kusuma Segeran Juntinyuat Indramayu,4.0
2754,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Paracendekia N W Sumbawa,8.0
2755,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Paris Barantai,11.0
2756,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pasundan,4.0
2757,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pelita Pratama,4.0
2758,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pembangunan Indonesia,9.0
2759,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Persada Khatulistiwa Sintang,11.0
2760,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Bangkalan,7.0
2761,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Banjarmasin,11.0
2762,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Lubuklinggau,2.0
2763,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Lumajang,7.0
2764,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Metro,2.0
2765,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Nganjuk,7.0
2766,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Ngawi,7.0
2767,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Pacitan,7.0
2768,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Papua,14.0
2769,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Sidoarjo,7.0
2770,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Situbondo,7.0
2771,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Sumatera Barat,10.0
2772,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Sumenep,7.0
2773,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Trenggalek,7.0
2774,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Tulungagung,7.0
2775,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Puangrimaggalatung,9.0
2776,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Purwakarta,4.0
2777,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Qomaruddin Gresik,7.0
2778,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Rosalia Lampung,2.0
2779,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Santu Paulus,15.0
2780,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Saumlaki,12.0
2781,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Setia Budhi Rangkasbitung,4.0
2782,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Singkawang,11.0
2783,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Soe,15.0
2784,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Suar Bangli,8.0
2785,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Subang,4.0
2786,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Syekh Manshur,4.0
2787,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Usman Safri Kutacane,13.0
2788,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Weetebula,15.0
2789,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Widya Yuwana,7.0
2790,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Yayasan Abdi Pendidikan,10.0
2791,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Ydb Lubuk Alung,10.0
2792,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Ypm Bangko,10.0
2793,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Ypup Makassar,9.0
2794,Sekolah Tinggi Keguruan Ilmu Pendidikan Adzkia,10.0
2795,Sekolah Tinggi Keguruan Ilmu Pendidikan Al-Azhar Diniyyah Jambi,10.0
2796,Sekolah Tinggi Kepemerintahan Dan Kebijakan Publik,3.0
2797,Sekolah Tinggi Kesehatan Al-Fatah Bengkulu,
2798,Sekolah Tinggi Kesehatan Bina Cipta Husada Purwokerto,
2799,Sekolah Tinggi Kesehatan Indonesia Wirautama,
2800,Sekolah Tinggi Kesehatan Masyarakat Widya Dharma Palembang,
2801,Sekolah Tinggi Kesenian Wilwatikta,7.0
2802,Sekolah Tinggi Khonghucu Indonesia,
2803,Sekolah Tinggi Komputer Al Ma Soem,4.0
2804,Sekolah Tinggi Kulliyatul Qur'An Al-Hikam Depok,
2805,Sekolah Tinggi Manajemen Asuransi Trisakti,3.0
2806,Sekolah Tinggi Manajemen Dan Ilmu Komputer Kuwera,3.0
2807,Sekolah Tinggi Manajemen Dan Ilmu Komputer Umel Mandiri,14.0
2808,Sekolah Tinggi Manajemen Immi,3.0
2809,Sekolah Tinggi Manajemen Informatika Dan Komputer Akakom Yogyakarta,5.0
2810,Sekolah Tinggi Manajemen Informatika Dan Komputer Akba,9.0
2811,Sekolah Tinggi Manajemen Informatika Dan Komputer AMIK Bandung,4.0
2812,Sekolah Tinggi Manajemen Informatika Dan Komputer AMIK Riau,10.0
2813,Sekolah Tinggi Manajemen Informatika Dan Komputer Amikom Purwokerto,6.0
2814,Sekolah Tinggi Manajemen Informatika Dan Komputer Amikom Surakarta,6.0
2815,Sekolah Tinggi Manajemen Informatika Dan Komputer Antar Bangsa,4.0
2816,Sekolah Tinggi Manajemen Informatika Dan Komputer Asia Malang,7.0
2817,Sekolah Tinggi Manajemen Informatika Dan Komputer Atma Luhur,2.0
2818,Sekolah Tinggi Manajemen Informatika Dan Komputer Aub Surakarta,6.0
2819,Sekolah Tinggi Manajemen Informatika Dan Komputer Balikpapan,11.0
2820,Sekolah Tinggi Manajemen Informatika Dan Komputer Bandung,4.0
2821,Sekolah Tinggi Manajemen Informatika Dan Komputer Bani Saleh,4.0
2822,Sekolah Tinggi Manajemen Informatika Dan Komputer Bina Adinata,9.0
2823,Sekolah Tinggi Manajemen Informatika Dan Komputer Bina Bangsa,9.0
2824,Sekolah Tinggi Manajemen Informatika Dan Komputer Bina Mulia,16.0
2825,Sekolah Tinggi Manajemen Informatika Dan Komputer Bina Nusantara Jaya Lubuk Linggau,2.0
2826,Sekolah Tinggi Manajemen Informatika Dan Komputer Bina Patria,6.0
2827,Sekolah Tinggi Manajemen Informatika Dan Komputer Catur Insan Cendekia,4.0
2828,Sekolah Tinggi Manajemen Informatika Dan Komputer Cic,4.0
2829,Sekolah Tinggi Manajemen Informatika Dan Komputer Cikarang,4.0
2830,Sekolah Tinggi Manajemen Informatika Dan Komputer Denpasar,8.0
2831,Sekolah Tinggi Manajemen Informatika Dan Komputer Dharma Putra,4.0
2832,Sekolah Tinggi Manajemen Informatika Dan Komputer Dharma Wacana,2.0
2833,Sekolah Tinggi Manajemen Informatika Dan Komputer Dharmapala Riau,10.0
2834,Sekolah Tinggi Manajemen Informatika Dan Komputer Dharmasraya,10.0
2835,Sekolah Tinggi Manajemen Informatika Dan Komputer Dipanegara Makassar,9.0
2836,Sekolah Tinggi Manajemen Informatika Dan Komputer El Rahma,5.0
2837,Sekolah Tinggi Manajemen Informatika Dan Komputer Gici,10.0
2838,Sekolah Tinggi Manajemen Informatika Dan Komputer Handayani Makassar,9.0
2839,Sekolah Tinggi Manajemen Informatika Dan Komputer Hang Tuah Pekanbaru,10.0
2840,Sekolah Tinggi Manajemen Informatika Dan Komputer Ibbi,1.0
2841,Sekolah Tinggi Manajemen Informatika Dan Komputer Ichsan,16.0
2842,Sekolah Tinggi Manajemen Informatika Dan Komputer Im,4.0
2843,Sekolah Tinggi Manajemen Informatika Dan Komputer Indo Daya Suvana,3.0
2844,Sekolah Tinggi Manajemen Informatika Dan Komputer Indonesia Banda Aceh,13.0
2845,Sekolah Tinggi Manajemen Informatika Dan Komputer Indonesia Banjarmasin,11.0
2846,Sekolah Tinggi Manajemen Informatika Dan Komputer Indonesia Mandiri,4.0
2847,Sekolah Tinggi Manajemen Informatika Dan Komputer Inovasi Sains Teknologi Bisnis,3.0
2848,Sekolah Tinggi Manajemen Informatika Dan Komputer Insan Pembangunan,4.0
2849,Sekolah Tinggi Manajemen Informatika Dan Komputer Jakarta Sti&Amp;K,3.0
2850,Sekolah Tinggi Manajemen Informatika Dan Komputer Jawa Barat,4.0
2851,Sekolah Tinggi Manajemen Informatika Dan Komputer Jayabaya Jakarta,3.0
2852,Sekolah Tinggi Manajemen Informatika Dan Komputer Jayakarta,3.0
2853,Sekolah Tinggi Manajemen Informatika Dan Komputer Jenderal Achmad Yani Yogyakarta,5.0
2854,Sekolah Tinggi Manajemen Informatika Dan Komputer Kaputama,1.0
2855,Sekolah Tinggi Manajemen Informatika Dan Komputer Kharisma Karawang,4.0
2856,Sekolah Tinggi Manajemen Informatika Dan Komputer Komputama Majenang,6.0
2857,Sekolah Tinggi Manajemen Informatika Dan Komputer Lamappapoleonro,9.0
2858,Sekolah Tinggi Manajemen Informatika Dan Komputer Lembah Dempo,2.0
2859,Sekolah Tinggi Manajemen Informatika Dan Komputer Logika,1.0
2860,Sekolah Tinggi Manajemen Informatika Dan Komputer Lpkia Bandung,4.0
2861,Sekolah Tinggi Manajemen Informatika Dan Komputer Mahakarya,3.0
2862,Sekolah Tinggi Manajemen Informatika Dan Komputer Mardira Indonesia,4.0
2863,Sekolah Tinggi Manajemen Informatika Dan Komputer Mercusuar,4.0
2864,Sekolah Tinggi Manajemen Informatika Dan Komputer Mic Cikarang,4.0
2865,Sekolah Tinggi Manajemen Informatika Dan Komputer Mikar,4.0
2866,Sekolah Tinggi Manajemen Informatika Dan Komputer Mikroskil,1.0
2867,Sekolah Tinggi Manajemen Informatika Dan Komputer Muhammadiyah Jakarta,3.0
2868,Sekolah Tinggi Manajemen Informatika Dan Komputer Nusa Mandiri Jakarta,3.0
2869,Sekolah Tinggi Manajemen Informatika Dan Komputer Palcomtech,2.0
2870,Sekolah Tinggi Manajemen Informatika Dan Komputer Pesat Nabire,14.0
2871,Sekolah Tinggi Manajemen Informatika Dan Komputer Pontianak,11.0
2872,Sekolah Tinggi Manajemen Informatika Dan Komputer Ppkia Pradnya Paramita,7.0
2873,Sekolah Tinggi Manajemen Informatika Dan Komputer Ppkia Tarakanita Rahmawati Tarakan,11.0
2874,Sekolah Tinggi Manajemen Informatika Dan Komputer Prabumulih,2.0
2875,Sekolah Tinggi Manajemen Informatika Dan Komputer Pringsewu,2.0
2876,Sekolah Tinggi Manajemen Informatika Dan Komputer Profesional Makassar,9.0
2877,Sekolah Tinggi Manajemen Informatika Dan Komputer Rosma,4.0
2878,Sekolah Tinggi Manajemen Informatika Dan Komputer Royal,1.0
2879,Sekolah Tinggi Manajemen Informatika Dan Komputer Sinar Nusantara,6.0
2880,Sekolah Tinggi Manajemen Informatika Dan Komputer STIKOM Indonesia,8.0
2881,Sekolah Tinggi Manajemen Informatika Dan Komputer Subang,4.0
2882,Sekolah Tinggi Manajemen Informatika Dan Komputer Sumedang,4.0
2883,Sekolah Tinggi Manajemen Informatika Dan Komputer Syaikh Zainuddin Nahdlatul Wathan,8.0
2884,Sekolah Tinggi Manajemen Informatika Dan Komputer Tunas Bangsa,6.0
2885,Sekolah Tinggi Manajemen Informatika Dan Komputer Widuri,3.0
2886,Sekolah Tinggi Manajemen Informatika Dan Komputer Widya Pratama,6.0
2887,Sekolah Tinggi Manajemen Informatika Dan Komputer Wit Cirebon,4.0
2888,Sekolah Tinggi Manajemen Informatika Dn Komputer Royal,1.0
2889,Sekolah Tinggi Manajemen Informatika Komputer Mataram,8.0
2890,Sekolah Tinggi Manajemen Informatika Komputer Stella Maris Sumba,15.0
2891,Sekolah Tinggi Manajemen Informatika Komputer Uyelindo Kupang,15.0
2892,Sekolah Tinggi Manajemen Ipmi,3.0
2893,Sekolah Tinggi Manajemen Labora,3.0
2894,Sekolah Tinggi Manajemen Logistik Indonesia,4.0
2895,Sekolah Tinggi Manajemen PPM,3.0
2896,Sekolah Tinggi Manajemen Resiko Dan Asuransi,3.0
2897,Sekolah Tinggi Manajemen Risiko Dan Asuransi,3.0
2898,Sekolah Tinggi Maritim Dan Transpor Amni,6.0
2899,Sekolah Tinggi Maritim Yogyakarta,5.0
2900,Sekolah Tinggi Matematika &Amp; Ilmu Pengetahuan Alam,4.0
2901,Sekolah Tinggi Media Komunikasi Trisakti,3.0
2902,Sekolah Tinggi Meteorologi Klimatologi Dan Geofisika,
2903,Sekolah Tinggi Multi Media &Quot;Mmtc&Quot; Yogyakarta,
2904,Sekolah Tinggi Multi Media 'Mmtc' Yogyakarta,
2905,Sekolah Tinggi Olahraga Dan Kesehatan Bina Guna,1.0
2906,Sekolah Tinggi Pariwisata Soromandi Bima,8.0
2907,Sekolah Tinggi Pariwisata Ambarrukmo Yogyakarta,5.0
2908,Sekolah Tinggi Pariwisata Ampta Yogyakarta,5.0
2909,Sekolah Tinggi Pariwisata Ars Internasional,4.0
2910,Sekolah Tinggi Pariwisata Bali Internasional,8.0
2911,Sekolah Tinggi Pariwisata Bandung,
2912,Sekolah Tinggi Pariwisata Bogor,4.0
2913,Sekolah Tinggi Pariwisata Mataram,8.0
2914,Sekolah Tinggi Pariwisata Nusa Dua Bali,
2915,Sekolah Tinggi Pariwisata Pelita Harapan,3.0
2916,Sekolah Tinggi Pariwisata Riau,10.0
2917,Sekolah Tinggi Pariwisata Sahid,3.0
2918,Sekolah Tinggi Pariwisata Sahid Surakarta,6.0
2919,Sekolah Tinggi Pariwisata Satya Widya,7.0
2920,Sekolah Tinggi Pariwisata Triatma Jaya,8.0
2921,Sekolah Tinggi Pariwisata Trisakti,3.0
2922,Sekolah Tinggi Pastoral Kateketik (Stpkat) Santo Fransiskus Asisi Semarang,
2923,Sekolah Tinggi Pastoral Reinha Larantuka,
2924,Sekolah Tinggi Pastoral St. Petrus Keuskupan Atambua,
2925,Sekolah Tinggi Pembangunan Masyarakat Desa Apmd,5.0
2926,Sekolah Tinggi Pembangunan Masyarakat Santa Ursula,15.0
2927,Sekolah Tinggi Pendidikan Agama Kristen (Stipak) Malang,
2928,Sekolah Tinggi Pendidikan Islam (Stpi) Bina Insan Mulia Yogyakarta,
2929,Sekolah Tinggi Penerbangan Aviasi,3.0
2930,Sekolah Tinggi Penerbangan Indonesia Curug,
2931,Sekolah Tinggi Penyuluhan Pertanian (Stpp) Magelang,
2932,Sekolah Tinggi Penyuluhan Pertanian Bogor,
2933,Sekolah Tinggi Penyuluhan Pertanian Gowa,
2934,Sekolah Tinggi Penyuluhan Pertanian Malang,
2935,Sekolah Tinggi Perikanan,
2936,Sekolah Tinggi Perikanan Dan Kelautan Matauli,1.0
2937,Sekolah Tinggi Perikanan Dan Kelautan Palu,16.0
2938,Sekolah Tinggi Perikanan Hatta-Sjahrir,12.0
2939,Sekolah Tinggi Perikanan Sibolga,1.0
2940,Sekolah Tinggi Perkebunan Lampung,2.0
2941,Sekolah Tinggi Perpajakan Indonesia,3.0
2942,Sekolah Tinggi Pertanahan Nasional Yogyakarta,
2943,Sekolah Tinggi Pertanian Haji Agus Salim,10.0
2944,Sekolah Tinggi Pertanian Kewirausahaan Banau,12.0
2945,Sekolah Tinggi Pertanian Kutai Timur,11.0
2946,Sekolah Tinggi Pertanian Labuha,12.0
2947,Sekolah Tinggi Pesantren Darunna'Im Lebak Banten,
2948,Sekolah Tinggi Pondok Pesantren Assanadiyah Palembang,
2949,Sekolah Tinggi Psikologi Yogyakarta,5.0
2950,Sekolah Tinggi Sains Dan Teknologi Indonesia,4.0
2951,Sekolah Tinggi Sains Islam Bina Cendekia Utama Cirebon,
2952,Sekolah Tinggi Sandi Negara,
2953,Sekolah Tinggi Seni Musik Bandung,4.0
2954,Sekolah Tinggi Seni Rupa Dan Desain Visi Indonesia,5.0
2955,Sekolah Tinggi Sosial Politik Waskita Darma,7.0
2956,Sekolah Tinggi Teknik Atlas Nusantara,7.0
2957,Sekolah Tinggi Teknik Baramuli,9.0
2958,Sekolah Tinggi Teknik Bima,8.0
2959,Sekolah Tinggi Teknik Harapan,1.0
2960,Sekolah Tinggi Teknik Ibnu Sina,10.0
2961,Sekolah Tinggi Teknik Ilmu Komputer Insan Unggul,4.0
2962,Sekolah Tinggi Teknik Iskandar Thani,13.0
2963,Sekolah Tinggi Teknik Karawang,4.0
2964,Sekolah Tinggi Teknik Lingkungan Mataram,8.0
2965,Sekolah Tinggi Teknik Malang,7.0
2966,Sekolah Tinggi Teknik Multimedia Cendikia Abditama,4.0
2967,Sekolah Tinggi Teknik Poliprofesi,1.0
2968,Sekolah Tinggi Teknik Qomaruddin,7.0
2969,Sekolah Tinggi Teknik Surabaya,7.0
2970,Sekolah Tinggi Teknik Wiworotomo,6.0
2971,Sekolah Tinggi Teknologi &Quot;Warga&Quot; Surakarta,6.0
2972,Sekolah Tinggi Teknologi Adisutjipto,5.0
2973,Sekolah Tinggi Teknologi Angkatan Laut,
2974,Sekolah Tinggi Teknologi Bandung,4.0
2975,Sekolah Tinggi Teknologi Banten,4.0
2976,Sekolah Tinggi Teknologi Bina Tunggal,4.0
2977,Sekolah Tinggi Teknologi Bontang,11.0
2978,Sekolah Tinggi Teknologi Cahaya Surya,7.0
2979,Sekolah Tinggi Teknologi Cipasung,4.0
2980,Sekolah Tinggi Teknologi Cirebon,4.0
2981,Sekolah Tinggi Teknologi Dr Kh Ez Muttaqien,4.0
2982,Sekolah Tinggi Teknologi Dumai,10.0
2983,Sekolah Tinggi Teknologi Duta Bangsa,4.0
2984,Sekolah Tinggi Teknologi Fatahillah Cilegon,4.0
2985,Sekolah Tinggi Teknologi Garut,4.0
2986,Sekolah Tinggi Teknologi Gempol,7.0
2987,Sekolah Tinggi Teknologi Ilmu Komputer (Sttikom) Insan Unggul,4.0
2988,Sekolah Tinggi Teknologi Immanuel,1.0
2989,Sekolah Tinggi Teknologi Indonesia,3.0
2990,Sekolah Tinggi Teknologi Indonesia Tanjung Pinang,10.0
2991,Sekolah Tinggi Teknologi Indragiri,10.0
2992,Sekolah Tinggi Teknologi Industri Bontang,11.0
2993,Sekolah Tinggi Teknologi Industri Dan Farmasi Bogor,
2994,Sekolah Tinggi Teknologi Industri Padang,10.0
2995,Sekolah Tinggi Teknologi Informasi Niit,3.0
2996,Sekolah Tinggi Teknologi Jakarta,3.0
2997,Sekolah Tinggi Teknologi Kedirgantaraan,5.0
2998,Sekolah Tinggi Teknologi Kelautan,9.0
2999,Sekolah Tinggi Teknologi Kelautan Balik Diwa,9.0
3000,Sekolah Tinggi Teknologi Kreatif Bina Nusantara Bandung,4.0
3001,Sekolah Tinggi Teknologi Mandala,4.0
3002,Sekolah Tinggi Teknologi Mekongga,9.0
3003,Sekolah Tinggi Teknologi Migas,11.0
3004,Sekolah Tinggi Teknologi Mineral Indonesia,4.0
3005,Sekolah Tinggi Teknologi Minyak Dan Gas Bumi Balikpapan,11.0
3006,Sekolah Tinggi Teknologi Mitra Karya,4.0
3007,Sekolah Tinggi Teknologi Muhammadiyah Cileungsi,4.0
3008,Sekolah Tinggi Teknologi Muhammadiyah Kebumen,6.0
3009,Sekolah Tinggi Teknologi Mutu Muhammadiyah,4.0
3010,Sekolah Tinggi Teknologi Nasional,5.0
3011,Sekolah Tinggi Teknologi Nasional Jambi,10.0
3012,Sekolah Tinggi Teknologi Nuklir Yogyakarta,
3013,Sekolah Tinggi Teknologi Nusantara Indonesia,9.0
3014,Sekolah Tinggi Teknologi Nusantara Lampung,2.0
3015,Sekolah Tinggi Teknologi Pagaralam,2.0
3016,Sekolah Tinggi Teknologi Payakumbuh,10.0
3017,Sekolah Tinggi Teknologi Pekanbaru,10.0
3018,Sekolah Tinggi Teknologi Pelalawan,10.0
3019,Sekolah Tinggi Teknologi Pelita Bangsa,4.0
3020,Sekolah Tinggi Teknologi Pomosda,7.0
3021,Sekolah Tinggi Teknologi Ronggolawe,6.0
3022,Sekolah Tinggi Teknologi Sinar Husni,1.0
3023,Sekolah Tinggi Teknologi Stikma Internasional,7.0
3024,Sekolah Tinggi Teknologi Telematika Telkom,6.0
3025,Sekolah Tinggi Teknologi Terpadu Nurul Fikri,4.0
3026,Sekolah Tinggi Teknologi Texmaco,4.0
3027,Sekolah Tinggi Teknologi Wastukancana,4.0
3028,Sekolah Tinggi Teknologi Ybs Internasional,4.0
3029,Sekolah Tinggi Teknologi Yupentek,4.0
3030,Sekolah Tinggi Teologi Abdi Gusti,
3031,Sekolah Tinggi Teologi Abdi Gusti Nganjuk,
3032,Sekolah Tinggi Teologi Abdi Sabda Medan,
3033,Sekolah Tinggi Teologi Abdiel Ungaran,
3034,Sekolah Tinggi Teologi Adhi Wacana Surabaya,
3035,Sekolah Tinggi Teologi Agapes,
3036,Sekolah Tinggi Teologi Agapes Jakarta,
3037,Sekolah Tinggi Teologi Aletheia,
3038,Sekolah Tinggi Teologi Amanat Agung,
3039,Sekolah Tinggi Teologi Amsal,
3040,Sekolah Tinggi Teologi Andatu,
3041,Sekolah Tinggi Teologi Anderson Manado,
3042,Sekolah Tinggi Teologi Anugerah Misi Nias Barat,
3043,Sekolah Tinggi Teologi Anugrah,
3044,Sekolah Tinggi Teologi Apollos Jakarta,
3045,Sekolah Tinggi Teologi Arastamar Bengkulu,
3046,Sekolah Tinggi Teologi Arastamar Mamasa,
3047,Sekolah Tinggi Teologi Arrabona Bogor,
3048,Sekolah Tinggi Teologi Ati Anjungan Pontianak,
3049,Sekolah Tinggi Teologi Bandung,
3050,Sekolah Tinggi Teologi Baptis Bandung,
3051,Sekolah Tinggi Teologi Baptis Independen Indonesia Purworejo,
3052,Sekolah Tinggi Teologi Baptis Indonesia,
3053,Sekolah Tinggi Teologi Baptis Jakarta,
3054,Sekolah Tinggi Teologi Baptis Kalvari Jakarta,
3055,Sekolah Tinggi Teologi Baptis Medan,
3056,Sekolah Tinggi Teologi Baptis Papua,
3057,Sekolah Tinggi Teologi Basom,
3058,Sekolah Tinggi Teologi Berea Ansang,
3059,Sekolah Tinggi Teologi Berea Pontianak,
3060,Sekolah Tinggi Teologi Berea Salatiga,
3061,Sekolah Tinggi Teologi Berita Hidup,
3062,Sekolah Tinggi Teologi Bethel Ambon,
3063,Sekolah Tinggi Teologi Bethel Indonesia,
3064,Sekolah Tinggi Teologi Bethel Medan,
3065,Sekolah Tinggi Teologi Bethel Samarinda,
3066,Sekolah Tinggi Teologi Bethel The Way,
3067,Sekolah Tinggi Teologi Bethesda,
3068,Sekolah Tinggi Teologi Bethesda Bekasi,
3069,Sekolah Tinggi Teologi Bina Insani Indonesia Kasih Abadi Pematang Siantar,
3070,Sekolah Tinggi Teologi Bina Muda Wirawan Medan,
3071,Sekolah Tinggi Teologi Bisanry,
3072,Sekolah Tinggi Teologi Blessing Indonesia Makassar,
3073,Sekolah Tinggi Teologi Bnkp Sunderman,
3074,Sekolah Tinggi Teologi Borneo,
3075,Sekolah Tinggi Teologi Cianjur,
3076,Sekolah Tinggi Teologi Cipanas,
3077,Sekolah Tinggi Teologi Diakonos,
3078,Sekolah Tinggi Teologi Duta Panisal Jember,
3079,Sekolah Tinggi Teologi Efata Salatiga,
3080,Sekolah Tinggi Teologi Ekklesia Pontianak,
3081,Sekolah Tinggi Teologi Ekumene,
3082,Sekolah Tinggi Teologi Elohim,
3083,Sekolah Tinggi Teologi El-Shadday Surakarta,
3084,Sekolah Tinggi Teologi Erikson Tritt,
3085,Sekolah Tinggi Teologi Excelsius,
3086,Sekolah Tinggi Teologi Filadelfia Langowan,
3087,Sekolah Tinggi Teologi Galilea Indonesia,
3088,Sekolah Tinggi Teologi Gamaliel,
3089,Sekolah Tinggi Teologi Gamaliel Surakarta,
3090,Sekolah Tinggi Teologi Gereja Injili Di Indonesia,
3091,Sekolah Tinggi Teologi Gereja Kalimantan Evangelis,
3092,Sekolah Tinggi Teologi Gereja Kalimantan Evangelis (Gke),
3093,Sekolah Tinggi Teologi Gereja Kristen Luther Indonesia,
3094,Sekolah Tinggi Teologi Gereja Kristen Sulawesi Tengah Tentena,
3095,Sekolah Tinggi Teologi Gereja Methodist Indonesia Bandar Baru,
3096,Sekolah Tinggi Teologi Gereja Pentakosta Di Indonesia Pematang Siantar,
3097,Sekolah Tinggi Teologi Gereja Protestan Indonesia Papua,
3098,Sekolah Tinggi Teologi Global Glow Indonesia Jakarta,
3099,Sekolah Tinggi Teologi Hagiasmos Mission Jakarta,
3100,Sekolah Tinggi Teologi Happy Family,
3101,Sekolah Tinggi Teologi Hkbp,
3102,Sekolah Tinggi Teologi Huperetes Batam,
3103,Sekolah Tinggi Teologi Ikat Jakarta,
3104,Sekolah Tinggi Teologi Iksm Santosa Asih,
3105,Sekolah Tinggi Teologi Iksm Sentosa Asih,
3106,Sekolah Tinggi Teologi Iman Jakarta,
